;SimulationStep;Cycle Step;Cycle;Origin;Destination;Total;age: [children];age: [young];age: [adults];age: [elders];occupation: [idle];occupation: [student];occupation: [worker]
2150;12;12;0;Praia de Belas;Floresta;0;0;0;0;0;0;0;0
2151;12;12;0;Praia de Belas;Independência;0;0;0;0;0;0;0;0
2152;12;12;0;Praia de Belas;Menino Deus;5;0;0;2;3;3;1;1
2153;12;12;0;Praia de Belas;Moinhos de Vento;0;0;0;0;0;0;0;0
2154;12;12;0;Praia de Belas;Praia de Belas;14;0;2;11;1;1;2;11
2155;12;12;0;Praia de Belas;Rio Branco;0;0;0;0;0;0;0;0
2156;12;12;0;Praia de Belas;Santa Cecília;0;0;0;0;0;0;0;0
2157;12;12;0;Praia de Belas;Santana;1;0;0;0;1;1;0;0
2158;12;12;0;Rio Branco;Azenha;1;0;1;0;0;1;0;0
2159;12;12;0;Rio Branco;Bom Fim;3;0;0;2;1;2;0;1
2160;12;12;0;Rio Branco;Centro;3;0;1;2;0;0;1;2
2161;12;12;0;Rio Branco;Cidade Baixa;1;0;1;0;0;0;0;1
2162;12;12;0;Rio Branco;Farroupilha;0;0;0;0;0;0;0;0
2163;12;12;0;Rio Branco;Floresta;1;0;0;1;0;0;0;1
2164;12;12;0;Rio Branco;Independência;1;0;0;0;1;0;0;1
2165;12;12;0;Rio Branco;Menino Deus;1;0;0;0;1;1;0;0
2166;12;12;0;Rio Branco;Moinhos de Vento;2;0;0;2;0;1;0;1
2167;12;12;0;Rio Branco;Praia de Belas;0;0;0;0;0;0;0;0
2168;12;12;0;Rio Branco;Rio Branco;33;0;5;20;8;7;6;20
2169;12;12;0;Rio Branco;Santa Cecília;3;0;1;2;0;1;0;2
2170;12;12;0;Rio Branco;Santana;2;0;1;1;0;0;2;0
2171;12;12;0;Santa Cecília;Azenha;1;0;0;1;0;0;0;1
2172;12;12;0;Santa Cecília;Bom Fim;1;0;0;1;0;0;0;1
2173;12;12;0;Santa Cecília;Centro;3;0;0;2;1;2;1;0
2174;12;12;0;Santa Cecília;Cidade Baixa;1;0;1;0;0;0;0;1
2175;12;12;0;Santa Cecília;Farroupilha;0;0;0;0;0;0;0;0
2176;12;12;0;Santa Cecília;Floresta;0;0;0;0;0;0;0;0
2177;12;12;0;Santa Cecília;Independência;0;0;0;0;0;0;0;0
2178;12;12;0;Santa Cecília;Menino Deus;2;0;0;2;0;2;0;0
2179;12;12;0;Santa Cecília;Moinhos de Vento;1;0;0;0;1;1;0;0
2180;12;12;0;Santa Cecília;Praia de Belas;0;0;0;0;0;0;0;0
2181;12;12;0;Santa Cecília;Rio Branco;4;0;0;2;2;0;2;2
2182;12;12;0;Santa Cecília;Santa Cecília;20;0;6;10;4;1;3;16
2183;12;12;0;Santa Cecília;Santana;5;0;1;3;1;2;1;2
2184;12;12;0;Santana;Azenha;3;0;0;3;0;1;0;2
2185;12;12;0;Santana;Bom Fim;1;0;0;1;0;1;0;0
2186;12;12;0;Santana;Centro;3;0;1;1;1;2;1;0
2187;12;12;0;Santana;Cidade Baixa;1;0;0;1;0;1;0;0
2188;12;12;0;Santana;Farroupilha;0;0;0;0;0;0;0;0
2189;12;12;0;Santana;Floresta;0;0;0;0;0;0;0;0
2190;12;12;0;Santana;Independência;0;0;0;0;0;0;0;0
2191;12;12;0;Santana;Menino Deus;3;0;1;1;1;2;0;1
2192;12;12;0;Santana;Moinhos de Vento;0;0;0;0;0;0;0;0
2193;12;12;0;Santana;Praia de Belas;0;0;0;0;0;0;0;0
2194;12;12;0;Santana;Rio Branco;2;0;1;0;1;0;0;2
2195;12;12;0;Santana;Santa Cecília;3;0;0;1;2;0;0;3
2196;12;12;0;Santana;Santana;35;0;1;25;9;8;5;22
2197;13;13;0;Azenha;Azenha;26;0;5;15;6;7;3;16
2198;13;13;0;Azenha;Bom Fim;0;0;0;0;0;0;0;0
2199;13;13;0;Azenha;Centro;3;0;1;1;1;1;0;2
2200;13;13;0;Azenha;Cidade Baixa;2;0;0;1;1;0;0;2
2201;13;13;0;Azenha;Farroupilha;0;0;0;0;0;0;0;0
2202;13;13;0;Azenha;Floresta;0;0;0;0;0;0;0;0
2203;13;13;0;Azenha;Independência;0;0;0;0;0;0;0;0
2204;13;13;0;Azenha;Menino Deus;12;0;0;7;5;6;4;2
2205;13;13;0;Azenha;Moinhos de Vento;0;0;0;0;0;0;0;0
2206;13;13;0;Azenha;Praia de Belas;0;0;0;0;0;0;0;0
2207;13;13;0;Azenha;Rio Branco;1;0;0;1;0;1;0;0
2208;13;13;0;Azenha;Santa Cecília;0;0;0;0;0;0;0;0
2209;13;13;0;Azenha;Santana;4;0;2;2;0;0;1;3
2210;13;13;0;Bom Fim;Azenha;1;0;0;1;0;0;1;0
2211;13;13;0;Bom Fim;Bom Fim;18;0;3;13;2;8;2;8
2212;13;13;0;Bom Fim;Centro;5;0;1;3;1;2;0;3
2213;13;13;0;Bom Fim;Cidade Baixa;2;0;1;1;0;0;1;1
2214;13;13;0;Bom Fim;Farroupilha;1;0;0;1;0;0;1;0
2215;13;13;0;Bom Fim;Floresta;1;0;0;1;0;0;0;1
2216;13;13;0;Bom Fim;Independência;3;0;1;2;0;0;0;3
2217;13;13;0;Bom Fim;Menino Deus;3;0;1;2;0;0;0;3
2218;13;13;0;Bom Fim;Moinhos de Vento;2;0;0;1;1;1;0;1
2219;13;13;0;Bom Fim;Praia de Belas;0;0;0;0;0;0;0;0
2220;13;13;0;Bom Fim;Rio Branco;3;0;0;2;1;0;0;3
2221;13;13;0;Bom Fim;Santa Cecília;1;0;0;0;1;0;0;1
2222;13;13;0;Bom Fim;Santana;2;0;1;1;0;1;0;1
2223;13;13;0;Centro;Azenha;1;0;1;0;0;1;0;0
2224;13;13;0;Centro;Bom Fim;1;0;0;0;1;0;1;0
2225;13;13;0;Centro;Centro;61;0;15;35;11;19;12;30
2226;13;13;0;Centro;Cidade Baixa;2;0;1;1;0;1;0;1
2227;13;13;0;Centro;Farroupilha;0;0;0;0;0;0;0;0
2228;13;13;0;Centro;Floresta;1;0;0;0;1;0;0;1
2229;13;13;0;Centro;Independência;1;0;0;1;0;1;0;0
2230;13;13;0;Centro;Menino Deus;3;0;1;1;1;1;1;1
2231;13;13;0;Centro;Moinhos de Vento;1;0;0;1;0;0;0;1
2232;13;13;0;Centro;Praia de Belas;0;0;0;0;0;0;0;0
2233;13;13;0;Centro;Rio Branco;1;0;0;1;0;1;0;0
2234;13;13;0;Centro;Santa Cecília;0;0;0;0;0;0;0;0
2235;13;13;0;Centro;Santana;1;0;0;1;0;0;0;1
2236;13;13;0;Cidade Baixa;Azenha;2;0;1;0;1;1;0;1
2237;13;13;0;Cidade Baixa;Bom Fim;1;0;0;1;0;1;0;0
2238;13;13;0;Cidade Baixa;Centro;7;0;2;3;2;0;1;6
2239;13;13;0;Cidade Baixa;Cidade Baixa;24;0;6;14;4;4;7;13
2240;13;13;0;Cidade Baixa;Farroupilha;0;0;0;0;0;0;0;0
2241;13;13;0;Cidade Baixa;Floresta;1;0;0;1;0;1;0;0
2242;13;13;0;Cidade Baixa;Independência;1;0;0;1;0;0;0;1
2243;13;13;0;Cidade Baixa;Menino Deus;6;0;1;4;1;0;2;4
2244;13;13;0;Cidade Baixa;Moinhos de Vento;1;0;0;0;1;0;0;1
2245;13;13;0;Cidade Baixa;Praia de Belas;0;0;0;0;0;0;0;0
2246;13;13;0;Cidade Baixa;Rio Branco;1;0;0;1;0;0;0;1
2247;13;13;0;Cidade Baixa;Santa Cecília;0;0;0;0;0;0;0;0
2248;13;13;0;Cidade Baixa;Santana;2;0;0;2;0;0;1;1
2249;13;13;0;Farroupilha;Azenha;2;0;1;1;0;0;0;2
2250;13;13;0;Farroupilha;Bom Fim;2;0;0;2;0;0;1;1
2251;13;13;0;Farroupilha;Centro;5;0;1;4;0;1;2;2
2252;13;13;0;Farroupilha;Cidade Baixa;3;0;1;2;0;2;0;1
2253;13;13;0;Farroupilha;Farroupilha;2;0;1;1;0;1;1;0
2254;13;13;0;Farroupilha;Floresta;1;0;0;1;0;0;0;1
2255;13;13;0;Farroupilha;Independência;1;0;0;0;1;0;0;1
2256;13;13;0;Farroupilha;Menino Deus;5;0;5;0;0;2;0;3
2257;13;13;0;Farroupilha;Moinhos de Vento;1;0;0;1;0;0;0;1
2258;13;13;0;Farroupilha;Praia de Belas;0;0;0;0;0;0;0;0
2259;13;13;0;Farroupilha;Rio Branco;2;0;0;2;0;0;0;2
2260;13;13;0;Farroupilha;Santa Cecília;1;0;0;1;0;1;0;0
2261;13;13;0;Farroupilha;Santana;3;0;0;2;1;0;0;3
2262;13;13;0;Floresta;Azenha;1;0;0;1;0;1;0;0
2263;13;13;0;Floresta;Bom Fim;1;0;0;1;0;1;0;0
2264;13;13;0;Floresta;Centro;5;0;1;4;0;2;3;0
2265;13;13;0;Floresta;Cidade Baixa;1;0;0;0;1;0;0;1
2266;13;13;0;Floresta;Farroupilha;0;0;0;0;0;0;0;0
2267;13;13;0;Floresta;Floresta;20;0;6;9;5;4;5;11
2268;13;13;0;Floresta;Independência;2;0;0;2;0;0;0;2
2269;13;13;0;Floresta;Menino Deus;2;0;0;1;1;1;1;0
2270;13;13;0;Floresta;Moinhos de Vento;3;0;2;1;0;1;1;1
2271;13;13;0;Floresta;Praia de Belas;0;0;0;0;0;0;0;0
2272;13;13;0;Floresta;Rio Branco;2;0;0;2;0;2;0;0
2273;13;13;0;Floresta;Santa Cecília;0;0;0;0;0;0;0;0
2274;13;13;0;Floresta;Santana;1;0;0;0;1;1;0;0
2275;13;13;0;Independência;Azenha;1;0;0;1;0;0;1;0
2276;13;13;0;Independência;Bom Fim;3;0;0;0;3;0;1;2
2277;13;13;0;Independência;Centro;5;0;3;2;0;1;2;2
2278;13;13;0;Independência;Cidade Baixa;1;0;1;0;0;1;0;0
2279;13;13;0;Independência;Farroupilha;0;0;0;0;0;0;0;0
2280;13;13;0;Independência;Floresta;3;0;0;3;0;1;0;2
2281;13;13;0;Independência;Independência;16;0;4;8;4;6;0;10
2282;13;13;0;Independência;Menino Deus;3;0;2;1;0;0;1;2
2283;13;13;0;Independência;Moinhos de Vento;3;0;1;2;0;0;1;2
2284;13;13;0;Independência;Praia de Belas;0;0;0;0;0;0;0;0
2285;13;13;0;Independência;Rio Branco;3;0;2;0;1;1;1;1
2286;13;13;0;Independência;Santa Cecília;0;0;0;0;0;0;0;0
2287;13;13;0;Independência;Santana;2;0;0;2;0;0;1;1
2288;13;13;0;Menino Deus;Azenha;4;0;0;3;1;0;1;3
2289;13;13;0;Menino Deus;Bom Fim;0;0;0;0;0;0;0;0
2290;13;13;0;Menino Deus;Centro;3;0;0;2;1;0;0;3
2291;13;13;0;Menino Deus;Cidade Baixa;2;0;0;1;1;1;1;0
2292;13;13;0;Menino Deus;Farroupilha;0;0;0;0;0;0;0;0
2293;13;13;0;Menino Deus;Floresta;0;0;0;0;0;0;0;0
2294;13;13;0;Menino Deus;Independência;0;0;0;0;0;0;0;0
2295;13;13;0;Menino Deus;Menino Deus;61;0;13;28;20;22;17;22
2296;13;13;0;Menino Deus;Moinhos de Vento;0;0;0;0;0;0;0;0
2297;13;13;0;Menino Deus;Praia de Belas;1;0;1;0;0;0;0;1
2298;13;13;0;Menino Deus;Rio Branco;1;0;0;0;1;0;0;1
2299;13;13;0;Menino Deus;Santa Cecília;0;0;0;0;0;0;0;0
2300;13;13;0;Menino Deus;Santana;2;0;0;2;0;1;0;1
2301;13;13;0;Moinhos de Vento;Azenha;1;0;0;1;0;0;0;1
2302;13;13;0;Moinhos de Vento;Bom Fim;1;0;0;1;0;0;0;1
2303;13;13;0;Moinhos de Vento;Centro;3;0;1;1;1;1;0;2
2304;13;13;0;Moinhos de Vento;Cidade Baixa;1;0;0;0;1;0;1;0
2305;13;13;0;Moinhos de Vento;Farroupilha;0;0;0;0;0;0;0;0
2306;13;13;0;Moinhos de Vento;Floresta;2;0;0;2;0;0;0;2
2307;13;13;0;Moinhos de Vento;Independência;1;0;1;0;0;0;0;1
2308;13;13;0;Moinhos de Vento;Menino Deus;2;0;0;2;0;0;1;1
2309;13;13;0;Moinhos de Vento;Moinhos de Vento;24;0;4;15;5;8;3;13
2310;13;13;0;Moinhos de Vento;Praia de Belas;0;0;0;0;0;0;0;0
2311;13;13;0;Moinhos de Vento;Rio Branco;3;0;0;3;0;0;0;3
2312;13;13;0;Moinhos de Vento;Santa Cecília;0;0;0;0;0;0;0;0
2313;13;13;0;Moinhos de Vento;Santana;1;0;1;0;0;1;0;0
2314;13;13;0;Praia de Belas;Azenha;2;0;1;0;1;2;0;0
2315;13;13;0;Praia de Belas;Bom Fim;0;0;0;0;0;0;0;0
2316;13;13;0;Praia de Belas;Centro;5;0;2;2;1;1;1;3
2317;13;13;0;Praia de Belas;Cidade Baixa;3;0;1;1;1;1;0;2
2318;13;13;0;Praia de Belas;Farroupilha;0;0;0;0;0;0;0;0
2319;13;13;0;Praia de Belas;Floresta;0;0;0;0;0;0;0;0
2320;13;13;0;Praia de Belas;Independência;0;0;0;0;0;0;0;0
2321;13;13;0;Praia de Belas;Menino Deus;9;0;3;3;3;2;3;4
2322;13;13;0;Praia de Belas;Moinhos de Vento;0;0;0;0;0;0;0;0
2323;13;13;0;Praia de Belas;Praia de Belas;6;0;3;2;1;1;3;2
2324;13;13;0;Praia de Belas;Rio Branco;1;0;0;1;0;0;1;0
2325;13;13;0;Praia de Belas;Santa Cecília;0;0;0;0;0;0;0;0
2326;13;13;0;Praia de Belas;Santana;1;0;0;1;0;0;0;1
2327;13;13;0;Rio Branco;Azenha;1;0;0;0;1;0;0;1
2328;13;13;0;Rio Branco;Bom Fim;2;0;0;2;0;0;0;2
2329;13;13;0;Rio Branco;Centro;3;0;0;2;1;0;3;0
2330;13;13;0;Rio Branco;Cidade Baixa;1;0;0;1;0;1;0;0
2331;13;13;0;Rio Branco;Farroupilha;0;0;0;0;0;0;0;0
2332;13;13;0;Rio Branco;Floresta;1;0;1;0;0;0;1;0
2333;13;13;0;Rio Branco;Independência;1;0;0;0;1;0;0;1
2334;13;13;0;Rio Branco;Menino Deus;3;0;2;1;0;2;0;1
2335;13;13;0;Rio Branco;Moinhos de Vento;3;0;1;2;0;3;0;0
2336;13;13;0;Rio Branco;Praia de Belas;0;0;0;0;0;0;0;0
2337;13;13;0;Rio Branco;Rio Branco;23;0;6;14;3;5;5;13
2338;13;13;0;Rio Branco;Santa Cecília;1;0;0;0;1;0;0;1
2339;13;13;0;Rio Branco;Santana;2;0;1;1;0;1;0;1
2340;13;13;0;Santa Cecília;Azenha;2;0;0;1;1;0;0;2
2341;13;13;0;Santa Cecília;Bom Fim;1;0;0;0;1;1;0;0
2342;13;13;0;Santa Cecília;Centro;3;0;0;1;2;0;1;2
2343;13;13;0;Santa Cecília;Cidade Baixa;1;0;0;1;0;1;0;0
2344;13;13;0;Santa Cecília;Farroupilha;0;0;0;0;0;0;0;0
2345;13;13;0;Santa Cecília;Floresta;0;0;0;0;0;0;0;0
2346;13;13;0;Santa Cecília;Independência;1;0;0;1;0;1;0;0
2347;13;13;0;Santa Cecília;Menino Deus;3;0;1;2;0;0;0;3
2348;13;13;0;Santa Cecília;Moinhos de Vento;1;0;0;1;0;0;1;0
2349;13;13;0;Santa Cecília;Praia de Belas;0;0;0;0;0;0;0;0
2350;13;13;0;Santa Cecília;Rio Branco;3;0;0;3;0;1;1;1
2351;13;13;0;Santa Cecília;Santa Cecília;13;0;2;6;5;4;2;7
2352;13;13;0;Santa Cecília;Santana;5;0;1;4;0;1;1;3
2353;13;13;0;Santana;Azenha;3;0;0;2;1;1;2;0
2354;13;13;0;Santana;Bom Fim;1;0;0;1;0;0;0;1
2355;13;13;0;Santana;Centro;3;0;1;2;0;1;1;1
2356;13;13;0;Santana;Cidade Baixa;1;0;0;1;0;1;0;0
2357;13;13;0;Santana;Farroupilha;0;0;0;0;0;0;0;0
2358;13;13;0;Santana;Floresta;0;0;0;0;0;0;0;0
2359;13;13;0;Santana;Independência;0;0;0;0;0;0;0;0
2360;13;13;0;Santana;Menino Deus;5;0;1;4;0;1;1;3
2361;13;13;0;Santana;Moinhos de Vento;1;0;0;1;0;1;0;0
2362;13;13;0;Santana;Praia de Belas;0;0;0;0;0;0;0;0
2363;13;13;0;Santana;Rio Branco;2;0;0;2;0;1;0;1
2364;13;13;0;Santana;Santa Cecília;2;0;2;0;0;0;0;2
2365;13;13;0;Santana;Santana;32;0;4;18;10;12;4;16
2366;14;14;0;Azenha;Azenha;32;0;5;20;7;8;8;16
2367;14;14;0;Azenha;Bom Fim;1;0;0;1;0;0;1;0
2368;14;14;0;Azenha;Centro;3;0;0;2;1;1;1;1
2369;14;14;0;Azenha;Cidade Baixa;2;0;0;2;0;1;0;1
2370;14;14;0;Azenha;Farroupilha;0;0;0;0;0;0;0;0
2371;14;14;0;Azenha;Floresta;1;0;0;0;1;0;0;1
2372;14;14;0;Azenha;Independência;0;0;0;0;0;0;0;0
2373;14;14;0;Azenha;Menino Deus;10;0;0;10;0;1;3;6
2374;14;14;0;Azenha;Moinhos de Vento;1;0;1;0;0;0;0;1
2375;14;14;0;Azenha;Praia de Belas;0;0;0;0;0;0;0;0
2376;14;14;0;Azenha;Rio Branco;2;0;0;2;0;1;0;1
2377;14;14;0;Azenha;Santa Cecília;0;0;0;0;0;0;0;0
2378;14;14;0;Azenha;Santana;5;0;1;2;2;0;4;1
2379;14;14;0;Bom Fim;Azenha;2;0;1;0;1;1;0;1
2380;14;14;0;Bom Fim;Bom Fim;19;0;8;7;4;5;2;12
2381;14;14;0;Bom Fim;Centro;5;0;0;3;2;2;0;3
2382;14;14;0;Bom Fim;Cidade Baixa;2;0;0;2;0;0;2;0
2383;14;14;0;Bom Fim;Farroupilha;1;0;0;1;0;1;0;0
2384;14;14;0;Bom Fim;Floresta;2;0;1;0;1;0;0;2
2385;14;14;0;Bom Fim;Independência;3;0;0;1;2;1;1;1
2386;14;14;0;Bom Fim;Menino Deus;3;0;1;2;0;1;2;0
2387;14;14;0;Bom Fim;Moinhos de Vento;2;0;0;1;1;0;1;1
2388;14;14;0;Bom Fim;Praia de Belas;0;0;0;0;0;0;0;0
2389;14;14;0;Bom Fim;Rio Branco;6;0;1;3;2;1;2;3
2390;14;14;0;Bom Fim;Santa Cecília;1;0;1;0;0;0;0;1
2391;14;14;0;Bom Fim;Santana;3;0;0;1;2;0;0;3
2392;14;14;0;Centro;Azenha;1;0;0;1;0;0;1;0
2393;14;14;0;Centro;Bom Fim;1;0;0;0;1;1;0;0
2394;14;14;0;Centro;Centro;62;0;14;37;11;16;18;28
2395;14;14;0;Centro;Cidade Baixa;3;0;2;0;1;2;1;0
2396;14;14;0;Centro;Farroupilha;0;0;0;0;0;0;0;0
2397;14;14;0;Centro;Floresta;1;0;0;1;0;0;0;1
2398;14;14;0;Centro;Independência;1;0;1;0;0;1;0;0
2399;14;14;0;Centro;Menino Deus;3;0;1;2;0;2;0;1
2400;14;14;0;Centro;Moinhos de Vento;1;0;0;1;0;0;1;0
2401;14;14;0;Centro;Praia de Belas;0;0;0;0;0;0;0;0
2402;14;14;0;Centro;Rio Branco;2;0;0;0;2;1;1;0
2403;14;14;0;Centro;Santa Cecília;0;0;0;0;0;0;0;0
2404;14;14;0;Centro;Santana;1;0;0;1;0;0;0;1
2405;14;14;0;Cidade Baixa;Azenha;3;0;2;1;0;0;1;2
2406;14;14;0;Cidade Baixa;Bom Fim;1;0;0;1;0;0;0;1
2407;14;14;0;Cidade Baixa;Centro;8;0;2;3;3;2;1;5
2408;14;14;0;Cidade Baixa;Cidade Baixa;32;0;7;16;9;9;6;17
2409;14;14;0;Cidade Baixa;Farroupilha;0;0;0;0;0;0;0;0
2410;14;14;0;Cidade Baixa;Floresta;1;0;1;0;0;1;0;0
2411;14;14;0;Cidade Baixa;Independência;1;0;0;0;1;0;0;1
2412;14;14;0;Cidade Baixa;Menino Deus;5;0;0;3;2;1;1;3
2413;14;14;0;Cidade Baixa;Moinhos de Vento;1;0;0;1;0;1;0;0
2414;14;14;0;Cidade Baixa;Praia de Belas;0;0;0;0;0;0;0;0
2415;14;14;0;Cidade Baixa;Rio Branco;2;0;1;1;0;0;1;1
2416;14;14;0;Cidade Baixa;Santa Cecília;0;0;0;0;0;0;0;0
2417;14;14;0;Cidade Baixa;Santana;2;0;1;0;1;0;2;0
2418;14;14;0;Farroupilha;Azenha;3;0;0;2;1;0;2;1
2419;14;14;0;Farroupilha;Bom Fim;3;0;2;0;1;2;0;1
2420;14;14;0;Farroupilha;Centro;5;0;2;2;1;3;1;1
2421;14;14;0;Farroupilha;Cidade Baixa;4;0;0;2;2;1;1;2
2422;14;14;0;Farroupilha;Farroupilha;2;0;0;1;1;1;0;1
2423;14;14;0;Farroupilha;Floresta;1;0;0;1;0;1;0;0
2424;14;14;0;Farroupilha;Independência;1;0;0;1;0;0;0;1
2425;14;14;0;Farroupilha;Menino Deus;4;0;2;1;1;1;0;3
2426;14;14;0;Farroupilha;Moinhos de Vento;1;0;0;1;0;1;0;0
2427;14;14;0;Farroupilha;Praia de Belas;0;0;0;0;0;0;0;0
2428;14;14;0;Farroupilha;Rio Branco;3;0;0;2;1;0;0;3
2429;14;14;0;Farroupilha;Santa Cecília;1;0;0;1;0;0;0;1
2430;14;14;0;Farroupilha;Santana;4;0;2;1;1;0;2;2
2431;14;14;0;Floresta;Azenha;1;0;1;0;0;1;0;0
2432;14;14;0;Floresta;Bom Fim;1;0;0;1;0;1;0;0
2433;14;14;0;Floresta;Centro;5;0;1;3;1;1;2;2
2434;14;14;0;Floresta;Cidade Baixa;1;0;0;1;0;0;0;1
2435;14;14;0;Floresta;Farroupilha;0;0;0;0;0;0;0;0
2436;14;14;0;Floresta;Floresta;25;0;5;12;8;7;3;15
2437;14;14;0;Floresta;Independência;2;0;0;2;0;0;1;1
2438;14;14;0;Floresta;Menino Deus;2;0;0;0;2;0;2;0
2439;14;14;0;Floresta;Moinhos de Vento;3;0;0;3;0;1;0;2
2440;14;14;0;Floresta;Praia de Belas;0;0;0;0;0;0;0;0
2441;14;14;0;Floresta;Rio Branco;3;0;0;1;2;1;1;1
2442;14;14;0;Floresta;Santa Cecília;0;0;0;0;0;0;0;0
2443;14;14;0;Floresta;Santana;1;0;0;1;0;0;0;1
2444;14;14;0;Independência;Azenha;1;0;0;1;0;1;0;0
2445;14;14;0;Independência;Bom Fim;4;0;2;1;1;2;1;1
2446;14;14;0;Independência;Centro;5;0;1;3;1;2;2;1
2447;14;14;0;Independência;Cidade Baixa;2;0;0;0;2;1;0;1
2448;14;14;0;Independência;Farroupilha;0;0;0;0;0;0;0;0
2449;14;14;0;Independência;Floresta;4;0;0;3;1;1;0;3
2450;14;14;0;Independência;Independência;17;0;4;10;3;5;3;9
2451;14;14;0;Independência;Menino Deus;2;0;0;2;0;1;1;0
2452;14;14;0;Independência;Moinhos de Vento;3;0;1;0;2;1;0;2
2453;14;14;0;Independência;Praia de Belas;0;0;0;0;0;0;0;0
2454;14;14;0;Independência;Rio Branco;4;0;1;3;0;2;0;2
2455;14;14;0;Independência;Santa Cecília;0;0;0;0;0;0;0;0
2456;14;14;0;Independência;Santana;2;0;0;2;0;0;0;2
2457;14;14;0;Menino Deus;Azenha;6;0;3;1;2;1;2;3
2458;14;14;0;Menino Deus;Bom Fim;0;0;0;0;0;0;0;0
2459;14;14;0;Menino Deus;Centro;3;0;1;2;0;0;1;2
2460;14;14;0;Menino Deus;Cidade Baixa;2;0;0;0;2;1;0;1
2461;14;14;0;Menino Deus;Farroupilha;0;0;0;0;0;0;0;0
2462;14;14;0;Menino Deus;Floresta;0;0;0;0;0;0;0;0
2463;14;14;0;Menino Deus;Independência;0;0;0;0;0;0;0;0
2464;14;14;0;Menino Deus;Menino Deus;52;0;13;27;12;15;9;28
2465;14;14;0;Menino Deus;Moinhos de Vento;0;0;0;0;0;0;0;0
2466;14;14;0;Menino Deus;Praia de Belas;1;0;0;1;0;0;0;1
2467;14;14;0;Menino Deus;Rio Branco;1;0;1;0;0;1;0;0
2468;14;14;0;Menino Deus;Santa Cecília;0;0;0;0;0;0;0;0
2469;14;14;0;Menino Deus;Santana;2;0;1;1;0;1;1;0
2470;14;14;0;Moinhos de Vento;Azenha;1;0;0;1;0;0;0;1
2471;14;14;0;Moinhos de Vento;Bom Fim;1;0;0;0;1;1;0;0
2472;14;14;0;Moinhos de Vento;Centro;3;0;1;1;1;1;1;1
2473;14;14;0;Moinhos de Vento;Cidade Baixa;1;0;0;0;1;0;0;1
2474;14;14;0;Moinhos de Vento;Farroupilha;0;0;0;0;0;0;0;0
2475;14;14;0;Moinhos de Vento;Floresta;3;0;1;2;0;2;0;1
2476;14;14;0;Moinhos de Vento;Independência;1;0;1;0;0;0;1;0
2477;14;14;0;Moinhos de Vento;Menino Deus;2;0;1;1;0;0;1;1
2478;14;14;0;Moinhos de Vento;Moinhos de Vento;24;0;8;15;1;2;5;17
2479;14;14;0;Moinhos de Vento;Praia de Belas;0;0;0;0;0;0;0;0
2480;14;14;0;Moinhos de Vento;Rio Branco;4;0;1;2;1;3;1;0
2481;14;14;0;Moinhos de Vento;Santa Cecília;0;0;0;0;0;0;0;0
2482;14;14;0;Moinhos de Vento;Santana;1;0;0;1;0;1;0;0
2483;14;14;0;Praia de Belas;Azenha;2;0;1;0;1;1;0;1
2484;14;14;0;Praia de Belas;Bom Fim;0;0;0;0;0;0;0;0
2485;14;14;0;Praia de Belas;Centro;5;0;0;3;2;2;1;2
2486;14;14;0;Praia de Belas;Cidade Baixa;3;0;1;2;0;1;2;0
2487;14;14;0;Praia de Belas;Farroupilha;0;0;0;0;0;0;0;0
2488;14;14;0;Praia de Belas;Floresta;1;0;0;1;0;0;0;1
2489;14;14;0;Praia de Belas;Independência;0;0;0;0;0;0;0;0
2490;14;14;0;Praia de Belas;Menino Deus;8;0;1;6;1;3;1;4
2491;14;14;0;Praia de Belas;Moinhos de Vento;0;0;0;0;0;0;0;0
2492;14;14;0;Praia de Belas;Praia de Belas;7;0;1;4;2;2;1;4
2493;14;14;0;Praia de Belas;Rio Branco;1;0;0;1;0;0;0;1
2494;14;14;0;Praia de Belas;Santa Cecília;0;0;0;0;0;0;0;0
2495;14;14;0;Praia de Belas;Santana;2;0;2;0;0;1;0;1
2496;14;14;0;Rio Branco;Azenha;1;0;0;1;0;1;0;0
2497;14;14;0;Rio Branco;Bom Fim;2;0;0;1;1;0;1;1
2498;14;14;0;Rio Branco;Centro;3;0;1;1;1;1;1;1
2499;14;14;0;Rio Branco;Cidade Baixa;1;0;0;1;0;0;0;1
2500;14;14;0;Rio Branco;Farroupilha;0;0;0;0;0;0;0;0
2501;14;14;0;Rio Branco;Floresta;2;0;0;1;1;1;0;1
2502;14;14;0;Rio Branco;Independência;1;0;0;1;0;0;1;0
2503;14;14;0;Rio Branco;Menino Deus;2;0;0;1;1;1;1;0
2504;14;14;0;Rio Branco;Moinhos de Vento;3;0;1;1;1;1;1;1
2505;14;14;0;Rio Branco;Praia de Belas;0;0;0;0;0;0;0;0
2506;14;14;0;Rio Branco;Rio Branco;35;0;9;17;9;7;8;20
2507;14;14;0;Rio Branco;Santa Cecília;1;0;0;1;0;1;0;0
2508;14;14;0;Rio Branco;Santana;3;0;0;1;2;0;0;3
2509;14;14;0;Santa Cecília;Azenha;2;0;1;0;1;1;0;1
2510;14;14;0;Santa Cecília;Bom Fim;1;0;0;0;1;0;0;1
2511;14;14;0;Santa Cecília;Centro;3;0;1;2;0;2;0;1
2512;14;14;0;Santa Cecília;Cidade Baixa;2;0;0;2;0;1;1;0
2513;14;14;0;Santa Cecília;Farroupilha;0;0;0;0;0;0;0;0
2514;14;14;0;Santa Cecília;Floresta;1;0;0;1;0;0;0;1
